Year,Industry,Employment_thousands
2021,Other services,258.4
2021,Public admin,411.5
2021,Agriculture,26.1
2021,"Forestry, mining & energy",4.6
2021,"Mining, quarrying, and oil and gas ",4.0
2021,Utilities,5.5
2021,Construction,50.6
2021,Manufacturing,66.4
2021,"Durables [321, 327, 331-339]",36.8
2021,"Non-durables [311-316, 322-326]",29.6
2021,"Wholesale and retail trade [41, 44-",97.9
2021,Wholesale trade,23.0
2021,Retail,75.0
2021,Transport & warehousing,42.8
2021,Finance & real estate,34.7
2021,Finance and insurance [52],26.7
2021,Real estate and rental and leasing ,8.0
2021,Professional services,32.2
2021,Business support,20.2
2021,Education,59.0
2021,Healthcare,105.2
2021,"Info, culture & rec",21.0
2021,Accommodation & food,33.4
2021,Other services,26.6
2021,Public admin,37.9
2021,Agriculture,32.1
2021,"Forestry, mining & energy",21.4
2021,Forestry and logging and support ac,0.7
2021,"Mining, quarrying, and oil and gas ",20.5
2021,Utilities,6.0
2021,Construction,42.6
2021,Manufacturing,31.2
2021,"Durables [321, 327, 331-339]",18.4
2021,"Non-durables [311-316, 322-326]",12.7
2021,"Wholesale and retail trade [41, 44-",94.1
2021,Wholesale trade,23.1
2021,Retail,71.0
2021,Transport & warehousing,23.7
2021,Finance & real estate,28.2
2021,Finance and insurance [52],21.6
2021,Real estate and rental and leasing ,6.6
2021,Professional services,25.8
2021,Business support,15.0
2021,Education,45.3
2021,Healthcare,87.2
2021,"Info, culture & rec",17.4
2021,Accommodation & food,27.0
2021,Other services,25.5
2021,Public admin,35.9
2021,Agriculture,41.4
2021,"Forestry, mining & energy",138.6
2021,Forestry and logging and support ac,2.1
2021,"Mining, quarrying, and oil and gas ",136.5
2021,Utilities,18.8
2021,Construction,225.3
2021,Manufacturing,124.3
2021,"Durables [321, 327, 331-339]",70.5
2021,"Non-durables [311-316, 322-326]",53.8
2021,"Wholesale and retail trade [41, 44-",342.8
2021,Wholesale trade,75.5
2021,Retail,267.3
2021,Transport & warehousing,131.9
2021,Finance & real estate,123.1
2021,Finance and insurance [52],76.5
2021,Real estate and rental and leasing ,46.6
2021,Professional services,189.3
2021,Business support,68.5
2021,Education,167.0
2021,Healthcare,305.5
2021,"Info, culture & rec",63.8
2021,Accommodation & food,110.2
2021,Other services,94.2
2021,Public admin,101.4
2021,Agriculture,21.1
2021,"Forestry, mining & energy",48.4
2021,Forestry and logging and support ac,18.2
2021,"Fishing, hunting and trapping [114]",1.9
2021,"Mining, quarrying, and oil and gas ",28.3
2021,Utilities,17.7
2021,Construction,229.6
2021,Manufacturing,185.7
2021,"Durables [321, 327, 331-339]",105.7
2021,"Non-durables [311-316, 322-326]",80.0
2021,"Wholesale and retail trade [41, 44-",403.0
2021,Wholesale trade,89.4
2021,Retail,313.7
2021,Transport & warehousing,145.7
2021,Finance & real estate,171.0
2021,Finance and insurance [52],115.5
2021,Real estate and rental and leasing ,55.4
2021,Professional services,266.7
2021,Business support,99.9
2021,Education,186.4
2021,Healthcare,353.2
2021,"Info, culture & rec",129.0
2021,Accommodation & food,179.3
2021,Other services,109.2
2021,Public admin,138.0
2022,Agriculture,0.9
2022,"Forestry, mining & energy",16.2
2022,"Fishing, hunting and trapping [114]",3.8
2022,"Mining, quarrying, and oil and gas ",12.0
2022,Utilities,2.1
2022,Construction,18.8
2022,Manufacturing,10.1
2022,"Durables [321, 327, 331-339]",3.0
2022,"Non-durables [311-316, 322-326]",7.1
2022,"Wholesale and retail trade [41, 44-",38.0
2022,Wholesale trade,5.5
2022,Retail,32.5
2022,Transport & warehousing,11.1
2022,Finance & real estate,6.9
2022,Finance and insurance [52],4.5
2022,Real estate and rental and leasing ,2.3
2022,Professional services,11.8
2022,Business support,6.0
2022,Education,17.1
2022,Healthcare,44.6
2022,"Info, culture & rec",6.9
2022,Accommodation & food,14.2
2022,Other services,8.3
2022,Public admin,21.0
2022,Agriculture,3.3
2022,"Forestry, mining & energy",2.4
2022,"Fishing, hunting and trapping [114]",2.1
2022,"Mining, quarrying, and oil and gas ",0.2
2022,Utilities,0.2
2022,Construction,7.2
2022,Manufacturing,8.8
2022,"Durables [321, 327, 331-339]",2.4
2022,"Non-durables [311-316, 322-326]",6.4
2022,"Wholesale and retail trade [41, 44-",11.1
2022,Wholesale trade,1.5
2022,Retail,9.6
2022,Transport & warehousing,2.0
2022,Finance & real estate,2.8
2022,Finance and insurance [52],1.8
2022,Real estate and rental and leasing ,1.0
2022,Professional services,4.8
2022,Business support,2.4
2022,Education,5.8
2022,Healthcare,12.0
2022,"Info, culture & rec",3.0
2022,Accommodation & food,4.8
2022,Other services,3.5
2022,Public admin,10.2
2022,Agriculture,5.1
2022,"Forestry, mining & energy",10.1
2022,Forestry and logging and support ac,1.9
2022,"Fishing, hunting and trapping [114]",5.6
2022,"Mining, quarrying, and oil and gas ",2.6
2022,Utilities,4.6
2022,Construction,43.5
2022,Manufacturing,36.0
2022,"Durables [321, 327, 331-339]",16.3
2022,"Non-durables [311-316, 322-326]",19.7
2022,"Wholesale and retail trade [41, 44-",75.0
2022,Wholesale trade,12.3
2022,Retail,62.8
2022,Transport & warehousing,20.8
2022,Finance & real estate,27.5
2022,Finance and insurance [52],19.0
2022,Real estate and rental and leasing ,8.5
2022,Professional services,38.6
2022,Business support,19.0
2022,Education,37.1
2022,Healthcare,80.9
2022,"Info, culture & rec",16.4
2022,Accommodation & food,28.1
2022,Other services,17.9
2022,Public admin,31.6
2022,Agriculture,6.2
2022,"Forestry, mining & energy",8.2
2022,Forestry and logging and support ac,2.6
2022,"Fishing, hunting and trapping [114]",2.3
2022,"Mining, quarrying, and oil and gas ",3.3
2022,Utilities,4.1
2022,Construction,29.1
2022,Manufacturing,28.2
2022,"Durables [321, 327, 331-339]",13.0
2022,"Non-durables [311-316, 322-326]",15.2
2022,"Wholesale and retail trade [41, 44-",59.9
2022,Wholesale trade,9.6
2022,Retail,50.3
2022,Transport & warehousing,18.6
2022,Finance & real estate,18.8
2022,Finance and insurance [52],15.2
2022,Real estate and rental and leasing ,3.6
2022,Professional services,21.7
2022,Business support,13.3
2022,Education,31.3
2022,Healthcare,57.8
2022,"Info, culture & rec",10.2
2022,Accommodation & food,19.7
2022,Other services,15.7
2022,Public admin,32.6
2022,Agriculture,57.8
2022,"Forestry, mining & energy",45.2
2022,Forestry and logging and support ac,12.3
2022,"Mining, quarrying, and oil and gas ",32.1
2022,Utilities,31.5
2022,Construction,296.4
2022,Manufacturing,496.0
2022,"Durables [321, 327, 331-339]",289.6
2022,"Non-durables [311-316, 322-326]",206.4
2022,"Wholesale and retail trade [41, 44-",661.1
2022,Wholesale trade,152.7
2022,Retail,508.4
2022,Transport & warehousing,215.9
2022,Finance & real estate,274.3
2022,Finance and insurance [52],215.3
2022,Real estate and rental and leasing ,59.0
2022,Professional services,374.5
2022,Business support,170.1
2022,Education,339.2
2022,Healthcare,603.7
2022,"Info, culture & rec",186.1
2022,Accommodation & food,202.3
2022,Other services,161.8
2022,Public admin,276.2
2022,Agriculture,72.3
2022,"Forestry, mining & energy",39.2
2022,Forestry and logging and support ac,5.6
2022,"Mining, quarrying, and oil and gas ",33.4
2022,Utilities,61.3
2022,Construction,588.4
2022,Manufacturing,797.7
2022,"Durables [321, 327, 331-339]",508.1
2022,"Non-durables [311-316, 322-326]",289.6
2022,"Wholesale and retail trade [41, 44-",1151.9
2022,Wholesale trade,280.9
2022,Retail,871.0
2022,Transport & warehousing,380.6
2022,Finance & real estate,670.6
2022,Finance and insurance [52],497.0
2022,Real estate and rental and leasing ,173.6
2022,Professional services,803.0
2022,Business support,282.6
2022,Education,570.9
2022,Healthcare,935.9
2022,"Info, culture & rec",317.6
2022,Accommodation & food,395.8
2022,Other services,251.3
2022,Public admin,445.1
2022,Agriculture,19.9
2022,"Forestry, mining & energy",5.1
2022,"Mining, quarrying, and oil and gas ",4.5
2022,Utilities,4.9
2022,Construction,52.9
2022,Manufacturing,70.0
2022,"Durables [321, 327, 331-339]",39.5
2022,"Non-durables [311-316, 322-326]",30.5
2022,"Wholesale and retail trade [41, 44-",94.5
2022,Wholesale trade,21.6
2022,Retail,72.9
2022,Transport & warehousing,41.5
2022,Finance & real estate,40.5
2022,Finance and insurance [52],31.2
2022,Real estate and rental and leasing ,9.3
2022,Professional services,35.5
2022,Business support,23.4
2022,Education,63.9
2022,Healthcare,104.2
2022,"Info, culture & rec",23.5
2022,Accommodation & food,38.2
2022,Other services,27.2
2022,Public admin,42.4
2022,Agriculture,29.7
2022,"Forestry, mining & energy",19.7
2022,Forestry and logging and support ac,0.6
2022,"Mining, quarrying, and oil and gas ",19.1
2022,Utilities,6.6
2022,Construction,46.0
2022,Manufacturing,31.4
2022,"Durables [321, 327, 331-339]",18.7
2022,"Non-durables [311-316, 322-326]",12.8
2022,"Wholesale and retail trade [41, 44-",97.5
2022,Wholesale trade,24.3
2022,Retail,73.1
2022,Transport & warehousing,25.4
2022,Finance & real estate,30.6
2022,Finance and insurance [52],23.8
2022,Real estate and rental and leasing ,6.8
2022,Professional services,28.3
2022,Business support,11.7
2022,Education,47.6
2022,Healthcare,92.1
2022,"Info, culture & rec",19.0
2022,Accommodation & food,30.0
2022,Other services,26.8
2022,Public admin,35.3
2022,Agriculture,43.1
2022,"Forestry, mining & energy",134.8
2022,Forestry and logging and support ac,5.2
2022,"Mining, quarrying, and oil and gas ",129.5
2022,Utilities,19.3
2022,Construction,232.8
2022,Manufacturing,132.1
2022,"Durables [321, 327, 331-339]",71.5
2022,"Non-durables [311-316, 322-326]",60.6
2022,"Wholesale and retail trade [41, 44-",363.5
2022,Wholesale trade,86.6
2022,Retail,276.9
2022,Transport & warehousing,130.1
2022,Finance & real estate,123.9
2022,Finance and insurance [52],79.6
2022,Real estate and rental and leasing ,44.3
2022,Professional services,215.6
2022,Business support,74.1
2022,Education,168.2
2022,Healthcare,311.9
2022,"Info, culture & rec",77.8
2022,Accommodation & food,125.0
2022,Other services,95.6
2022,Public admin,108.1
2022,Agriculture,23.4
2022,"Forestry, mining & energy",47.1
2022,Forestry and logging and support ac,17.2
2022,"Fishing, hunting and trapping [114]",1.8
2022,"Mining, quarrying, and oil and gas ",28.1
2022,Utilities,16.2
2022,Construction,237.5
2022,Manufacturing,187.6
2022,"Durables [321, 327, 331-339]",109.8
2022,"Non-durables [311-316, 322-326]",77.8
2022,"Wholesale and retail trade [41, 44-",436.8
2022,Wholesale trade,95.0
2022,Retail,341.9
2022,Transport & warehousing,144.3
2022,Finance & real estate,164.2
2022,Finance and insurance [52],106.3
2022,Real estate and rental and leasing ,57.9
2022,Professional services,284.2
2022,Business support,88.4
2022,Education,199.1
2022,Healthcare,372.4
2022,"Info, culture & rec",149.1
2022,Accommodation & food,184.0
2022,Other services,102.0
2022,Public admin,139.2
2023,Agriculture,1.2
2023,"Forestry, mining & energy",16.6
2023,"Fishing, hunting and trapping [114]",2.2
2023,"Mining, quarrying, and oil and gas ",14.1
2023,Utilities,2.5
2023,Construction,19.6
2023,Manufacturing,9.8
2023,"Durables [321, 327, 331-339]",3.8
2023,"Non-durables [311-316, 322-326]",6.0
2023,"Wholesale and retail trade [41, 44-",36.6
2023,Wholesale trade,5.1
2023,Retail,31.5
2023,Transport & warehousing,12.9
2023,Finance & real estate,7.3
2023,Finance and insurance [52],5.0
2023,Real estate and rental and leasing ,2.3
2023,Professional services,11.6
2023,Business support,5.7
2023,Education,17.7
2023,Healthcare,45.8
2023,"Info, culture & rec",7.8
2023,Accommodation & food,14.2
2023,Other services,8.3
2023,Public admin,20.7
2023,Agriculture,4.1
2023,"Forestry, mining & energy",2.1
2023,Forestry and logging and support ac,0.3
2023,"Fishing, hunting and trapping [114]",1.6
2023,"Mining, quarrying, and oil and gas ",0.2
2023,Utilities,0.3
2023,Construction,7.7
2023,Manufacturing,8.0
2023,"Durables [321, 327, 331-339]",2.4
2023,"Non-durables [311-316, 322-326]",5.5
2023,"Wholesale and retail trade [41, 44-",10.9
2023,Wholesale trade,1.6
2023,Retail,9.3
2023,Transport & warehousing,2.5
2023,Finance & real estate,3.7
2023,Finance and insurance [52],2.4
2023,Real estate and rental and leasing ,1.3
2023,Professional services,4.6
2023,Business support,1.9
2023,Education,6.3
2023,Healthcare,14.6
2023,"Info, culture & rec",2.9
2023,Accommodation & food,5.5
2023,Other services,3.8
2023,Public admin,10.5
2023,Agriculture,5.4
2023,"Forestry, mining & energy",9.7
2023,Forestry and logging and support ac,1.0
2023,"Fishing, hunting and trapping [114]",5.8
2023,"Mining, quarrying, and oil and gas ",2.9
2023,Utilities,3.1
2023,Construction,38.7
2023,Manufacturing,37.6
2023,"Durables [321, 327, 331-339]",16.7
2023,"Non-durables [311-316, 322-326]",20.9
2023,"Wholesale and retail trade [41, 44-",79.3
2023,Wholesale trade,13.7
2023,Retail,65.6
2023,Transport & warehousing,21.9
2023,Finance & real estate,30.1
2023,Finance and insurance [52],22.0
2023,Real estate and rental and leasing ,8.1
2023,Professional services,39.2
2023,Business support,17.8
2023,Education,39.0
2023,Healthcare,79.1
2023,"Info, culture & rec",19.5
2023,Accommodation & food,30.2
2023,Other services,21.1
2023,Public admin,33.6
2023,Agriculture,5.5
2023,"Forestry, mining & energy",7.7
2023,Forestry and logging and support ac,2.6
2023,"Fishing, hunting and trapping [114]",2.3
2023,"Mining, quarrying, and oil and gas ",2.8
2023,Utilities,4.8
2023,Construction,30.7
2023,Manufacturing,28.4
2023,"Durables [321, 327, 331-339]",14.9
2023,"Non-durables [311-316, 322-326]",13.5
2023,"Wholesale and retail trade [41, 44-",58.5
2023,Wholesale trade,11.0
2023,Retail,47.5
2023,Transport & warehousing,19.0
2023,Finance & real estate,20.1
2023,Finance and insurance [52],15.6
2023,Real estate and rental and leasing ,4.5
2023,Professional services,23.3
2023,Business support,11.9
2023,Education,30.8
2023,Healthcare,62.9
2023,"Info, culture & rec",11.6
2023,Accommodation & food,21.3
2023,Other services,16.2
2023,Public admin,35.8
2023,Agriculture,53.0
2023,"Forestry, mining & energy",38.1
2023,Forestry and logging and support ac,9.9
2023,"Fishing, hunting and trapping [114]",1.8
2023,"Mining, quarrying, and oil and gas ",26.4
2023,Utilities,31.8
2023,Construction,320.3
2023,Manufacturing,505.7
2023,"Durables [321, 327, 331-339]",302.8
2023,"Non-durables [311-316, 322-326]",202.9
2023,"Wholesale and retail trade [41, 44-",662.9
2023,Wholesale trade,142.1
2023,Retail,520.8
2023,Transport & warehousing,217.2
2023,Finance & real estate,271.1
2023,Finance and insurance [52],210.3
2023,Real estate and rental and leasing ,60.8
2023,Professional services,378.7
2023,Business support,173.0
2023,Education,341.8
2023,Healthcare,612.9
2023,"Info, culture & rec",213.5
2023,Accommodation & food,235.0
2023,Other services,180.0
2023,Public admin,287.8
2023,Agriculture,77.3
2023,"Forestry, mining & energy",43.2
2023,Forestry and logging and support ac,5.0
2023,"Mining, quarrying, and oil and gas ",38.0
2023,Utilities,64.5
2023,Construction,605.4
2023,Manufacturing,828.5
2023,"Durables [321, 327, 331-339]",540.3
2023,"Non-durables [311-316, 322-326]",288.2
2023,"Wholesale and retail trade [41, 44-",1139.2
2023,Wholesale trade,287.4
2023,Retail,851.8
2023,Transport & warehousing,401.8
2023,Finance & real estate,679.5
2023,Finance and insurance [52],519.0
2023,Real estate and rental and leasing ,160.5
2023,Professional services,836.9
2023,Business support,281.1
2023,Education,580.1
2023,Healthcare,981.1
2023,"Info, culture & rec",326.0
2023,Accommodation & food,425.5
2023,Other services,273.1
2023,Public admin,462.9
2023,Agriculture,14.7
2023,"Forestry, mining & energy",6.7
2023,Forestry and logging and support ac,0.6
2023,"Mining, quarrying, and oil and gas ",5.8
2023,Utilities,6.4
2023,Construction,58.3
2023,Manufacturing,70.5
2023,"Durables [321, 327, 331-339]",38.7
2023,"Non-durables [311-316, 322-326]",31.8
2023,"Wholesale and retail trade [41, 44-",100.6
2023,Wholesale trade,22.7
2023,Retail,77.9
2023,Transport & warehousing,43.1
2023,Finance & real estate,41.4
2023,Finance and insurance [52],32.2
2023,Real estate and rental and leasing ,9.2
2023,Professional services,36.3
2023,Business support,21.1
2023,Education,65.9
2023,Healthcare,107.0
2023,"Info, culture & rec",24.4
2023,Accommodation & food,38.3
2023,Other services,27.3
2023,Public admin,44.9
2023,Agriculture,25.8
2023,"Forestry, mining & energy",20.5
2023,Forestry and logging and support ac,0.7
2023,"Mining, quarrying, and oil and gas ",19.7
2023,Utilities,7.6
2023,Construction,42.7
2023,Manufacturing,32.4
2023,"Durables [321, 327, 331-339]",20.2
2023,"Non-durables [311-316, 322-326]",12.2
2023,"Wholesale and retail trade [41, 44-",98.8
2023,Wholesale trade,25.7
2023,Retail,73.1
2023,Transport & warehousing,28.2
2023,Finance & real estate,28.9
2023,Finance and insurance [52],21.5
2023,Real estate and rental and leasing ,7.4
2023,Professional services,34.6
2023,Business support,14.1
2023,Education,51.5
2023,Healthcare,89.8
2023,"Info, culture & rec",20.1
2023,Accommodation & food,30.3
2023,Other services,25.8
2023,Public admin,36.0
2023,Agriculture,46.6
2023,"Forestry, mining & energy",135.9
2023,Forestry and logging and support ac,3.5
2023,"Mining, quarrying, and oil and gas ",132.3
2023,Utilities,20.1
